id,title,requirement,responsibility,tokens
120277265,Data аналитик,Умение вести разработку на языке <highlighttext>python</highlighttext>. Уверенные навыки работы с SQL (А также pyspark). Базовые навыки ведения проектов в git. ,"Анализ воронки рекламных событий (от холодных до горячих триггеров). Поиск взаимосвязей между рекламными метриками продукта, подготовка выводов и инсайтов. ",умение разработка язык python навык работа sql pyspark навык ведение проект git
120222485,Инженер по тестированию (Middle),"SQL на базовом уровне. Имеете опыт интеграционного тестирования web, знание инструментов. Имеете базовые знания программирования (<highlighttext>python</highlighttext> в приоритете).","Тестирование продукта в рамках задач. Регрессионное тестирование. Взаимодействие с командами разработки, технической поддержки, автоматизации тестирования.",sql уровень имеете опыт тестирование web знание инструмент знание программирование python приоритет
120263756,Веб-разработчик сайта,"Знание Git и понимание CI/CD — плюс. Базовые навыки backend-разработки (Node.js / PHP / <highlighttext>Python</highlighttext> — не критично, но желательно). ","Разработка и поддержка корпоративного сайта и внутренних веб-сервисов. Верстка по макетам (HTML, CSS, JS). Интеграция с backend-частью (REST...",знание git понимание ci cd навык backend - разработка node js php python
120287338,Python Разработчик,"<highlighttext>Python</highlighttext>: от 1 года практического опыта, уверенное владение HTTP-библиотеками (requests, httpx), понимание асинхронного программирования. FastAPI: опыт создания RESTful API...","Разработка интеграций: проектирование, разработка и поддержка модулей, обеспечивающих обмен данными между различными системами и сервисами. Работа с базами данных: проектирование...",python год опыт владение http - библиотека requests httpx понимание программирование fastapi опыт создание restful api
120288351,Аналитик данных,"Знание Excel/Google Sheets (сводные таблицы, формулы, макросы). Базовые знания <highlighttext>Python</highlighttext>/R для анализа данных (Pandas, NumPy, matplotlib — будет плюсом). ","Автоматизация рутинных процессов сбора и обработки данных (<highlighttext>Python</highlighttext>, Excel, скрипты). Взаимодействие с отделами финансов, маркетинга, поддержки и продаж для уточнения...",знание excel google sheets таблица формула макрос знание python r анализ данных pandas numpy matplotlib плюс
120262641,Data Analyst,"Опыт работы с Excel – отчёты, сводные таблицы. Базовые знания <highlighttext>Python</highlighttext> для анализа данных – на уровне pandas, numpy - будет преимуществом. ","Анализировать данные: SQL, Power BI, Excel. Понять, что, где и зачем. Подготавливать отчёты и дашборды, объяснять бизнесу, что там видно. ",опыт работа excel отчёты таблица знание python анализ данных уровень pandas numpy преимущество
120322920,Учитель по IT,"Знание азов IT и как минимум, одного языка программирования. Хорошие знания программ Microsoft Office. Хорошо составленная речь на узбекском языке. ",,знание аз it минимум язык программирование знание программа microsoft office речь язык
120321027,Python-разработчик,"Опыт работы с <highlighttext>Python</highlighttext> от 3 лет (SQLAlchemy, Psycopg2, asyncpg, Pandas). Глубокие знания PostgreSQL и опыт работы с ним...","Разработка, оптимизация и поддержка утилит для работы с PostgreSQL. Анализ требований и разработка новых функциональных возможностей. Работа в тесной связи...",опыт работа python год sqlalchemy psycopg asyncpg pandas знание postgresql опыт работа
119648710,Тестировщик (QA инженер),Опыт работы с Postman для тестирования API. - Знание <highlighttext>Python</highlighttext> для написания скриптов и автоматизации тестов. - Опыт работы с Selenium для...,1. Проведение функционального тестирования. - Разработка и выполнение тест-кейсов для проверки функциональности программного обеспечения. - Анализ результатов тестирования и документирование обнаруженных...,опыт работа postman тестирование api знание python написание скрипт автоматизация тест опыт работа selenium
120168568,Python-разработчик FastAPI,Опыт коммерческой разработки на <highlighttext>Python</highlighttext> (3.9 и выше) или готовность перейти с другого стека от 2х лет. ,Разрабатывать сервисы для автоматизации бизнес-процессов. Реализовывать функционал — от простых CRUD-эндпоинтов до сложной бизнес-логики. Участвовать в проектировании архитектуры...,опыт разработка python готовность стек год
120306294,Python-разработчик,"Глубокая экспертиза в <highlighttext>Python</highlighttext>, уверенное использование asyncio, threading и multiprocessing, а также навыки в профилировании и решении задач, связанных с...","Тестирование и оценка моделей машинного обучения: Проведение экспериментов с различными ML моделями, анализ их производительности и выявление оптимальных решений для...",экспертиза python использование asyncio threading multiprocessing навык профилирование решение задача
120344735,Python разработчика,"Уверенные знания <highlighttext>Python</highlighttext> не менее 2-х лет, PostgreSQL. Умение пользоваться GIT. Умение писать исходный код с использованием PSR стандартов. ",Разработка ML моделей. Разработка back-end функционала. Оптимизация производительности. Поддержка текущих проектов. Оценка сроков задач.,знание python год postgresql умение git умение код использование psr стандарт
119460118,Инженер по тестированию,"Опыт работы от 4-х лет. Понимание клиент-серверной архитектуры. Понимание жизненного цикла разработки ПО. Опыт тестирования WEB UI, REST...","Тестирование WEB UI, REST API, Kafka. Тестирование микросервисов. Анализ требований и составление тестовой документации. Взаимодействие с командой разработки и бизнесом. ",опыт работа год понимание клиент архитектура понимание цикл разработка по опыт тестирование web ui rest
120210242,Backend-разработчик,"Технические навыки: - Уверенное владение языком программирования Go. - Знание <highlighttext>Python</highlighttext> будет дополнительным плюсом, но не является обязательным. - Глубокое понимание RESTful API...","Проектировать, разрабатывать и поддерживать масштабируемые backend-сервисы для систем генерации видео и изображений на базе ИИ. Тесно сотрудничать с AI...",навык владение язык программирование go знание python плюс понимание restful api
119813862,Backend-разработчик,Язык программирования <highlighttext>Python</highlighttext>. Работа с django. Умение работать в команде. Знание классических алгоритмов и структуры данных.,Разработка backend-а для Android приложения. Проектирование архитектуры совместно с другими участниками команды. Поиск и анализ решений для реализации требуемой...,язык программирование python работа django умение команда знание алгоритм структура данных
120314795,Программист Python / Разработчик Python,"Знание django, drf, flask, fastapi, sqlalchemy. Опыт работы с git. Опыт работы с СУБД PostgreSQL, MySQL, MSSQL и умение писать...",Разработка средств интеграции информационных систем на <highlighttext>python</highlighttext>. Ограниченные доработки выводимой из эксплуатации системы на Delphi.,знание django drf flask fastapi sqlalchemy опыт работа git опыт работа субд postgresql mysql mssql умение
119935746,Специалист по тестированию,"Компетентность в сфере информационных технологий, понимание этапов процесса разработки программного обеспечения. Навыки разработки автотестов на <highlighttext>Python</highlighttext> (Selenium, Pytest, Unittest). ","Разработка тестовой документации (чек-листы, тест-кейсы, план тестирования) и анализ полноты тестового покрытия, в том числе для автотестов. ",компетентность сфера технология понимание этап процесс разработка обеспечение навык разработка автотестов python selenium pytest unittest
120316332,Технический директор (CTO),"Опыт управления командами 20+ человек (разработка, DevOps, PM). Языки: Java, <highlighttext>Python</highlighttext>, JavaScript (React). Инфраструктура: Kafka, PostgreSQL, Docker, GitLab CI...","Выбирать инструменты и архитектурные решения (Java/<highlighttext>Python</highlighttext>, Kafka, микросервисы). Оценивать и выбирать новые технологии и инструменты. Руководить командами (разработчики, DevOps...",опыт управление команда человек разработка devops pm языки java python javascript react инфраструктура kafka postgresql docker gitlab ci
120343968,Python backend developer,"Хорошее знание <highlighttext>Python</highlighttext>3, опыт промышленной разработки от 2 лет. Опыт использования одного из фреймворков (Django, Flask, FastAPI). ","Участвовать в разработке и развитии серверной части нашего платежного сервиса. Внедрять лучшие практики разработки, оптимизировать код и обеспечивать его высокое...",знание python опыт разработка год опыт использование фреймворк django flask fastapi
120327515,Python разработчик,"Опыт разработки приложений на <highlighttext>Python</highlighttext> с UI, интеграцией с базами данных, разработка API для взаимодействия с другими приложениями. ","Разработка компонентов систем с ML и AI функционалом (анализ разговоров, интеллектуальный поиск по документам), интеграция с другими системами. Ревью кода. ",опыт разработка приложение python ui интеграция база данных разработка api взаимодействие приложение
120318249,Инженер по тестированию,"Опыт работы в тестировании от 3 лет. Знание теории тестирования, техник тест-дизайна и умение их применять. Опыт написания тестовой...",Тестировать задачи. Принимать участие в регрессе и поставке. Влиться в процесс формирования требований в confluence и jira. Активно взаимодействуя с...,опыт работа тестирование год знание теория тестирование техник тест - дизайн умение опыт написание
120317194,Golang-разработчик,Способность четко объяснять свои решения и договариваться с коллегами. Опыт ведения проекта с нуля до внедрения. Опыт работы с <highlighttext>Python</highlighttext>.,"Участвовать в проектировании, реализации и внедрении нового высоконагруженного проекта в области информационной безопасности. Поддерживать существующую часть системы. Code Review. ",способность решение коллега опыт ведение проект нуль внедрение опыт работа python
117246126,Golang разработчик (middle),"Опыт разработки на golang от 2 лет, понимание концепций ООП, шаблонов проектирования. Опыт реализации микросервисных решений. Понимание и \ или опыт...","Разрабатывать, отлаживать, дорабатывать программное обеспечения и сетевых приложений под Linux на Golang. Писать юнит тесты, оптимизировать существующий код. ",опыт разработка golang год понимание концепция ооп шаблон проектирование опыт реализация решение понимание опыт
120314042,Продуктовый аналитик,"Опыт работы с APPANNIE, APPSFLYER, FIREBASE, BIGQUERY, POWER BI, GOOGLE ANALYTICS. Опыт работы с Deductor (Loginom). Базовые знания <highlighttext>Python</highlighttext>.","Поддержка продуктовой команды в анализе показателей приложений. Контроль основных метрик, отслеживание динамики показателей, анализ запуска продуктовых фич. Постановка, курирование и...",опыт работа appannie appsflyer firebase bigquery power bi google analytics опыт работа deductor loginom знание python
120269312,Python-разработчик,4+ лет коммерческого опыта с <highlighttext>Python</highlighttext>. Глубокие знания asyncio и асинхронного программирования. Опыт с векторными БД или реализациями поиска...,Дата решения о государственной аккредитации: 2016-02-02. Проектировать и разрабатывать <highlighttext>Python</highlighttext>-сервисы для AI-продуктов. Оптимизировать паттерны доступа к...,год опыт python знание asyncio программирование опыт бд реализациями поиск
120290047,Backend-разработчик,Опыт работы backend разработчиком от 1 года. — Отличное знание <highlighttext>python</highlighttext> 3. — Уверенное знание Django + DRF или Django + Ninja. — ,"Разработка и поддержка продуктов организации. — Соблюдение стандартов разработки, принятых в организации. — Проведение код-ревью. — Оценка трудоемкости задач. — Документирование технических решений. — ",опыт работа backend разработчик год знание python знание django drf django ninja
119529593,Backend-разработчик / Backend Developer,Знание одного из фреймворков - fastapi/flask. Знание <highlighttext>python</highlighttext> начиная с версии 3.9. Умение читать/понимать чужой код. ,Участие в различных интеграционных проектах. Участие в разработке мобильного приложения.,знание фреймворк fastapi flask знание python версия умение код
119970695,"Junior python разработчик (Django, Fast API)","Базовые знания <highlighttext>Python</highlighttext>. Владение программами: VScode, linux, docker. Базовые знания HTML, CSS, JavaScript. Желание изучать новое и не ограничиваться в...","Разработка на <highlighttext>python</highlighttext>(django,fast api). Разработка на bitrix. Работа с docker(сборка контейнеров ci/cd). Написание чистого, эффективного и...",знание python владение программа vscode linux docker знание html css javascript желание
120208263,Специалист отдела аналитики,"...системами поддержки пользователей ( Zendesk, Freshdesk, Intercom и т.д.); Базовые знания <highlighttext>Python</highlighttext> для анализа данных (например, работа с pandas, matplotlib).","Анализировать обращения пользователей в службу поддержки и выявлять ключевые тенденции (категории проблем, типичные запросы и т.д.). Составлять отчеты по...",система поддержка пользователь zendesk freshdesk intercom знание python анализ данных работа pandas matplotlib
120244800,Python-разработчик,"...с <highlighttext>Python</highlighttext> 3.x. - Знание и практический опыт работы с промышленными протоколами (Modbus, MQTT). - Владение одним или несколькими <highlighttext>Python</highlighttext>-фреймворками...",Ваши задачи будут включать: - Разработку и поддержку программных модулей на <highlighttext>Python</highlighttext> для работы с промышленным оборудованием. - Интеграцию с внешними устройствами...,python знание опыт работа протокол modbus mqtt владение python
120220866,QA инженер,Дополнительными преимуществами будут: Опыт тестирования мобильных платежных систем. Опыт написания автотестов (<highlighttext>Python</highlighttext>) — даже простых скриптов. Знание основ Git (можете объяснить...,"Тестировать мобильные приложения. Тестировать работу платежного сервиса. Анализировать сетевые запросы, тестировать API. Оформлять баг-репорты и сопровождать баг до фикса. ",преимущество опыт тестирование система опыт написание автотестов python скрипт знание основа git
120317466,Middle QA auto engineer,"Опыт работы в QA от 2 лет, опыт автоматизации тестирования от года. Уверенное знание <highlighttext>Python</highlighttext> (PyTest, Selenium, Allure, Requests) и...",Поддерживать существующие и разрабатывать новые автотесты WEB и API. Разрабатывать и поддерживать инструменты генерации тестовых данных. Развивать функциональность внутренних тестовых...,опыт работа qa год опыт автоматизация тестирование год знание python pytest selenium allure requests
120245555,Специалист по технической поддержке (учетно-регистрационной деятельности) г. Красноярск,"Навыки программирования на языках высокого уровня (желательно <highlighttext>Python</highlighttext>, JavaScript). Знакомство с технологиями контейнеризации (Docker, Kubernetes). Умение работать с графической нотацией...",Техническое сопровождение сложных информационных систем. Составление SQL-запросов для выборки данных из БД. Автоматизация рутинных операций. Применение готовых технических решений...,навык программирование язык уровень python javascript знакомство технология контейнеризация docker kubernetes умение нотация
118261759,Инженер по тестированию,"Технический уровень английского языка. Опыт работы с Jira\Confluence. Опыт в написании скриптов (Shell, <highlighttext>Python</highlighttext>). Работа с системами контроля версий...","Проведение регрессионного и исследовательского тестирования продуктов компании, в том числе на мобильных устройствах. Проведение предварительного и системного тестирования разрабатываемого прикладного...",уровень язык опыт работа jira confluence опыт написание скрипт shell python работа система контроль версия
120017270,Senior Frontend Developer / Старший фронтенд-разработчик,Опыт коммерческой разработки на React от 3 лет. Глубокое знание TypeScript. Опыт работы с Material UI или аналогичными UI-библиотеками. ,Разработка клиентской части B2B-маркетплейса КООП на React с TypeScript. Проектирование и оптимизация пользовательских интерфейсов. Интеграция с REST...,опыт разработка react год знание typescript опыт работа material ui ui - библиотека
120292600,Разработчик,"Уверенное владение no-code/low-code платформами: Make (Integromat), n8n или Pipedream. Работа с API: OpenAI API, Telegram...",Разработка и внедрение решений на платформах no-code/low-code для автоматизации бизнес-процессов. Анализ требований и создание технической документации. ,владение no - code low - code платформами make integromat n n pipedream работа api openai api telegram
120018555,Senior Backend Developer / Старший бэкенд-разработчик,"Опыт коммерческой разработки на <highlighttext>Python</highlighttext> от 3 лет. Опыт работы с FastAPI, Django, Flask, AsyncIO. Глубокое знание PostgreSQL, SqlAlchemy, Django...",Разработка серверной части B2B-маркетплейса КООП на <highlighttext>Python</highlighttext> fw FastAPI. Работа с базами данных PostgreSQL и Elasticsearch. ,опыт разработка python год опыт работа fastapi django flask asyncio знание postgresql sqlalchemy django
119440784,Инженер-сборщик FPV дронов,"Опыт сборки мультироторных дронов, а также БПЛА Самолетного типа. Навыки программирования на языке <highlighttext>Python</highlighttext> будет преимуществом. Высшее или среднее техническое...","Пайка элементов, работа с паяльным оборудованием. Установка механических компонентов. Подготовка материалов и сборка отдельных компонентов. Полная подготовка Дронов к полетным...",опыт сборка дрон бпла тип навык программирование язык python преимущество
120260032,Руководитель проекта развития цифровых решений,Ты будешь. Вместе с командой BigData формировать видение применения AI в обучении и развитии. Опыт в качестве менеджера продукта. ,"Анализировать текущие процессы и выдвигать гипотезы, которые помогут понять, как с помощью AI повысить эффективность обучения. Обеспечивать надёжный и качественный...",команда bigdata видение применение ai обучение развитие опыт качество менеджер продукт
119579086,Инженер QA,"...Selenium, Jmeter, Appium. Желательно владение одним или несколькими языками программирования. <highlighttext>Python</highlighttext> в приоритете. Опыт в автоматизации тестирования будет существенным конкурентным.","Функциональное, регрессионное, модульное и нагрузочное тестирование приложений и систем. Написание тест-кейсов, тест-планов, баг-репортов, инструкций и прочей документации. ",selenium jmeter appium владение язык программирование python приоритет опыт автоматизация тестирование
120288299,Python-разработчик/программист,"Необходимы навыки программирования на языке <highlighttext>Python</highlighttext>, опыт работы с базами данных и знания CRM систем.","Разработка новых функций, доработка действующих и интеграцию с другими системами (нашей CRM системы).",навык программирование язык python опыт работа база данных знание crm система
119011902,Директор по стратегическому развитию и маркетингу,"Ваши инструменты это: Excel, SQL, возможно <highlighttext>Python</highlighttext>. Также мы работаем на платформе Optimacros - понимание ее алгоритмов будет преимуществом. ","Разработка Маркетинговой стратегии Компании и, как итог, продвижение всего бизнеса. Построение и экономическое обоснование моделей для развития бизнеса - на основе...",инструмент excel sql python платформа optimacros понимание алгоритм преимущество
120328374,Инженер данных,"Опыт разработки и поддержки DAGs в Apache Airflow. Уверенное владение SQL, <highlighttext>Python</highlighttext>, pySpark. Опыт работы с базами данных PostgreSQL и...","Проектировать и собирать витрины данных по разработанному ТЗ. Проектировать, разрабатывать и поддерживать ETL-процессы для загрузки данных из/в Data...",опыт разработка поддержка dags apache airflow владение sql python pyspark опыт работа база данных postgresql
120339123,Python разработчик,"Обязательно. <highlighttext>Python</highlighttext> (опыт от 3 лет). Асинхронность: asyncio, aiohttp. Желательно. ML: базовые знания PyTorch / TensorFlow. API: FastAPI / Flask. ","Автоматизацией обработки текстовых данных: разрабатывать и внедрять NLP-решения, использовать предобученные модели (BERT, Sentence-BERT, etc.) для семантического анализа текста. ",python опыт год асинхронность asyncio aiohttp ml знание pytorch tensorflow api fastapi flask
120166577,Frontend-разработчик,"Опыт работы с Linux и репозиториями Git. Знание языков программирования для backend (GoLang, <highlighttext>Python</highlighttext>, Java, Erlang, Elixir) будет вашим преимуществом.","Инновации: Участвуйте в разработке современных систем автоматизации, используя новейшие технологии.",опыт работа linux репозиторий git знание язык программирование backend golang python java erlang elixir преимущество
120244926,Инженер по тестированию,понимает клиент-серверную и микросервисную архитектуры. - умеет работать с Postman. Будет очень жирным плюсом: - знание <highlighttext>Python</highlighttext> и желание развиваться в...,"составлять чек-листы и тест-кейсы. - проводить ручное тестирование веб-приложения, десктоп и мобильного приложения. - проводить нефункциональное тестирование. - ",- архитектура postman плюс знание python желание
119830012,Ведущий аналитик данных (DWH Lead),"Навыки работы с ETL-инструментами. Знания <highlighttext>Python</highlighttext> на уровне построения ETL процессов. Понимание принципов Data Governance (метаданные, качество данных, глоссарий). ","...адекватности и необходимости реализации, проведение демо решений. SQL, DWH, ETL, BI, дашборды, управление командой. Брокеры: Kafka, Celery, Debezium. Разработка: <highlighttext>Python</highlighttext>.",навык работа etl - инструмент знание python уровень построение etl процесс понимание принцип data governance качество данных глоссарий
120267646,DevOps Engineer Intern,"Basic scripting skills in languages like Bash or <highlighttext>Python</highlighttext> for automation and troubleshooting. Experience using monitoring, logging, and alerting tools...",Gain foundational knowledge of DevOps practices and application architecture. Set up and configure AWS environments. Containerize applications for scalable deployment. ,basic scripting skills in languages like bash or python for automation and troubleshooting experience using monitoring logging and alerting tools
120010301,Python-разработчик,"Отличное владение <highlighttext>Python</highlighttext>. Практический опыт работы JSON / JSONL, pandas. Знание OpenAI CLI и процесса обучения моделей. Успешный опыт работы с...","Подготавливать обучающий дата-сет на основе предоставленных материалов (вопрос — ответ, шаблоны, договоры). Преобразовывать полученные данные в формат JSONL. ",владение python опыт работа json jsonl pandas знание openai cli процесс обучение модель опыт работа
120218015,Системный аналитик,"Высшее образование (желательно техническое или математическое). Плюсом будет знание языков программирования (например, SQL, <highlighttext>Python</highlighttext>). Понимание принципов работы реляционных баз данных. ",Сбор и анализ требований к системам. Разработка технических заданий. Участие в проектировании систем. Тестирование программного обеспечения.,образование плюс знание язык программирование sql python понимание принцип работа база данных
120097650,Тестировщик игр,"Базовые представления о геймдизайне. Базовые навыки программирования (С++, <highlighttext>python</highlighttext>, lua). Умение работать с базами данных, понимание, что такое json, умение...","Ручное тестирование игровых проектов. Функциональное и нефункциональное тестирование, проведение регрессии. Проверки игрового баланса и экономики. Составление и актуализация тестовой документации...",представление геймдизайне навык программирование python lua умение база данных понимание json умение
119105699,Тестировщик QA,Понимание принципов безопасной разработки. Умение анализировать требования и разрабатывать тестовую документацию. Опыт работы с автоматизированным тестированием. Знание языков программирования (<highlighttext>Python</highlighttext>).,"Разработка тест-планов, тест-кейсов и сценариев функционального тестирования с учётом требований безопасности. Обеспечение раннего вовлечения в процесс разработки (Shift...",понимание принцип разработка умение требование документация опыт работа тестирование знание язык программирование python
119333320,Junior Python Developer,"Опыт коммерческой backend разработки на <highlighttext>Python</highlighttext>. Опыт работы с платформами виртуализации (Openstack и др.). Знания ОС Linux, взаимодействия компонентов, работы...","Проектирование, разработка нового и поддержка существующего функционала модулей на базе OpenStack. Взаимодействие с opensource сообществом разработчиков для совместного решения технических...",опыт backend разработка python опыт работа платформами виртуализации openstack знание ос linux взаимодействие компонент работа
120242174,Python-разработчик (Казань),"Высшее профессиональное образование (программирование, физико-математическое направление). Знание реляционных баз данных. Знание <highlighttext>Python</highlighttext> (pandas, графические библиотеки), SQL.",Автоматизация контрольных функций за операциями на финансовых рынках. Автоматизация ежедневных отчетов: визуализация и формирование дашбордов по операциям на финансовых рынках. ,образование программирование направление знание база данных знание python pandas библиотека sql
120347655,Специалист техподдержки L2,Умение писать простые скрипты на <highlighttext>Python</highlighttext> или желание быстро это освоить. Базовое понимание работы технологии блокчейн. Знание английского на...,Обработка запросов от пользователей и партнёров (2-я линия поддержки). Самостоятельное решение технических вопросов: от логов до SQL-запросов. ,умение скрипт python желание понимание работа технология знание
120113389,Java-разработчик (Инвестиционный бизнес),"Опыт разработки и уверенное знание Java 8+. Опыт разработки и уверенное знание Spring Framework (Spring Core, Spring Boot, Spring...","Разработка и поддержка микросервисов в рамках продуктовой кросс-функциональной команды. Активное взаимодействие с руководителем продукта, архитектором, аналитиками, инженерами по обеспечению...",опыт разработка знание java опыт разработка знание spring framework spring core spring boot spring
120224940,Backend-разработчик,Уверенные знания <highlighttext>Python</highlighttext> и Django. Опыт разработки REST API. Понимание работы с БД и построения моделей (ORM). Навыки аутентификации и...,"Интеграция с платёжными системами (например, ЮKassa, Stripe): настройка приёма и возврата платежей, логика кошельков, безопасность транзакций. Система управления пользователями: регистрация...",знание python django опыт разработка rest api понимание работа бд построение модель orm навык аутентификация
120203006,Python-разработчик,"Уверенное владение <highlighttext>Python</highlighttext>, понимание синтаксиса, типизацию данных, управление потоками (условия, циклы), работу с функциями и обработку исключений, умеете работать со...","Создание и поддержание API, поддержка текущих проектов, работа с текущими проектами на Django. Создание новых проектов с нуля.",владение python понимание синтаксис типизация данных управление поток условие циклы работа функция обработка исключение
120228339,Python Dev (middle)/Backend Developer (Python)/Python разработчик/Backend python developer,"Опыт работы от 2х лет с Docker, Redis, PostgreSQL, <highlighttext>Python</highlighttext>3, Django Rest Framework, Celery, AIOHTTP. Глубокое понимание индексов. ",,опыт работа х год docker redis postgresql python django rest framework celery aiohttp понимание индекс
119064176,Разработчик бэк-энда Python для AI проектов,"Excellent skills in data modeling and data management. Strong communication and organizational skills. <highlighttext>Python</highlighttext>. Django, DRF. Git. AWS. ",Work closely with mobile and front-end engineers to design APIs that work today and can evolve for future functionality. ,excellent skills in data modeling and data management strong communication and organizational skills python django drf git aws
